,attraction_urls
123,https://www.tripadvisor.in/Attraction_Review-g304558-d6496273-Reviews-Barddhaman_Maharaja_Palace-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
124,https://www.tripadvisor.in/Attraction_Review-g304558-d6500570-Reviews-Star_Theatre-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
125,https://www.tripadvisor.in/Attraction_Review-g304558-d16409921-Reviews-Kolkata_Centre_for_Creativity-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
126,https://www.tripadvisor.in/Attraction_Review-g304558-d6522714-Reviews-Club_Prana_Spa_and_Wellness-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
127,https://www.tripadvisor.in/Attraction_Review-g304558-d12357551-Reviews-Shree_Ram_Arcade-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
128,https://www.tripadvisor.in/Attraction_Review-g304558-d5782305-Reviews-Jute_Museum-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
129,https://www.tripadvisor.in/Attraction_Review-g304558-d13551702-Reviews-Gurudwara_Sant_Kutiya-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
130,https://www.tripadvisor.in/Attraction_Review-g304558-d2248869-Reviews-State_Archaeological_Museum-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
131,https://www.tripadvisor.in/Attraction_Review-g304558-d3913136-Reviews-Asiatic_Society-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
132,https://www.tripadvisor.in/Attraction_Review-g304558-d20014467-Reviews-Currency_Building_Ghare_Baire-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
133,https://www.tripadvisor.in/Attraction_Review-g304558-d12924338-Reviews-Madhusudan_Mancha-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
134,https://www.tripadvisor.in/Attraction_Review-g304558-d3172767-Reviews-Barah_Mihirer_Dhipi_Archeological_Site-Kolkata_Calcutta_Kolkata_District_West_Ben.html
135,https://www.tripadvisor.in/Attraction_Review-g304558-d6496299-Reviews-Loknath_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
136,https://www.tripadvisor.in/Attraction_Review-g304558-d13456828-Reviews-Shri_Mahalaxmi_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
137,https://www.tripadvisor.in/Attraction_Review-g304558-d6496275-Reviews-St_Andrews_Church-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
138,https://www.tripadvisor.in/Attraction_Review-g304558-d5782280-Reviews-Shyama_Raya_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
139,https://www.tripadvisor.in/Attraction_Review-g304558-d9846301-Reviews-Raja_Rammohun_Roy_Memorial_Museum-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
140,https://www.tripadvisor.in/Attraction_Review-g304558-d6500863-Reviews-Boi_Chitra_Gallery-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
141,https://www.tripadvisor.in/Attraction_Review-g304558-d2197542-Reviews-Acharya_Bhavan-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
142,https://www.tripadvisor.in/Attraction_Review-g304558-d6496306-Reviews-Chinese_Budhhist_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
143,https://www.tripadvisor.in/Attraction_Review-g304558-d6441079-Reviews-Masters_Collection_Art_Gallery-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
144,https://www.tripadvisor.in/Attraction_Review-g304558-d1597478-Reviews-Aikatan-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
145,https://www.tripadvisor.in/Attraction_Review-g304558-d6107573-Reviews-G_Aswari_Shankha_Bhander-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
146,https://www.tripadvisor.in/Attraction_Review-g304558-d6415697-Reviews-Shri_Shirdi_Sai_Baba_Mandir-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
147,https://www.tripadvisor.in/Attraction_Review-g304558-d6441113-Reviews-Metropolis_Mall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
148,https://www.tripadvisor.in/Attraction_Review-g304558-d15181642-Reviews-Parnashree_Vivekananda_Kanan-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
149,https://www.tripadvisor.in/Attraction_Review-g304558-d7141985-Reviews-Lascar_War_Memorial-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
150,https://www.tripadvisor.in/Attraction_Review-g304558-d6496279-Reviews-Church_of_Christ_the_King-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
151,https://www.tripadvisor.in/Attraction_Review-g304558-d3172808-Reviews-Chandraketu_s_Fort-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
152,https://www.tripadvisor.in/Attraction_Review-g304558-d9756006-Reviews-Scottish_Cemetery-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
153,https://www.tripadvisor.in/Attraction_Review-g304558-d20343703-Reviews-Yogoda_Satsanga_Society_of_India-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
154,https://www.tripadvisor.in/Attraction_Review-g304558-d11907851-Reviews-Sagar_Island-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
155,https://www.tripadvisor.in/Attraction_Review-g304558-d5792191-Reviews-Agni_Mandir-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
156,https://www.tripadvisor.in/Attraction_Review-g304558-d5782272-Reviews-Rabindra_Sarobar_Stadium-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
157,https://www.tripadvisor.in/Attraction_Review-g304558-d6496281-Reviews-Sri_Balhanuman_Mandir-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
158,https://www.tripadvisor.in/Attraction_Review-g304558-d3498345-Reviews-Adi_Brahmo_Samaj_Prayer_Hall-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
159,https://www.tripadvisor.in/Attraction_Review-g304558-d17465382-Reviews-Bara_Bazaar-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
160,https://www.tripadvisor.in/Attraction_Review-g304558-d6496290-Reviews-Ma_Raj_Rajeshwari_Jyoti_Mandir-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
161,https://www.tripadvisor.in/Attraction_Review-g304558-d13952631-Reviews-Floating_Market_Patuli-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
162,https://www.tripadvisor.in/Attraction_Review-g304558-d11809523-Reviews-Octavius_Tea_Resorts-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
163,https://www.tripadvisor.in/Attraction_Review-g304558-d15121704-Reviews-Gitanjali_Stadium-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
164,https://www.tripadvisor.in/Attraction_Review-g304558-d13199981-Reviews-Sundar_Gram-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
165,https://www.tripadvisor.in/Attraction_Review-g304558-d8059493-Reviews-Bibhutibhushan_Wildlife_Sanctuary-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
166,https://www.tripadvisor.in/Attraction_Review-g304558-d14020618-Reviews-Allen_Park-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
167,https://www.tripadvisor.in/Attraction_Review-g304558-d6496288-Reviews-Carmel_of_Christ_King-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
168,https://www.tripadvisor.in/Attraction_Review-g304558-d20175146-Reviews-Lake_Kalibari_Temple-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
169,https://www.tripadvisor.in/Attraction_Review-g304558-d6034372-Reviews-Ankur_Kala-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
170,https://www.tripadvisor.in/Attraction_Review-g304558-d6496295-Reviews-Old_Mission_Church-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
171,https://www.tripadvisor.in/Attraction_Review-g304558-d14064474-Reviews-Calcutta_Karma_Gon_Buddhist_Monastary-Kolkata_Calcutta_Kolkata_District_West_Ben.html
172,https://www.tripadvisor.in/Attraction_Review-g304558-d3246297-Reviews-Calcutta_Photo_Tours-Kolkata_Calcutta_Kolkata_District_West_Bengal.html
