,attraction_urls
145,https://www.tripadvisor.in/Attraction_Review-g297684-d15359561-Reviews-Vijay_Taxi_Service-Lucknow_Lucknow_District_Uttar_Pradesh.html
146,https://www.tripadvisor.in/Attraction_Review-g297684-d15948269-Reviews-The_Vault_Disc_Lounge-Lucknow_Lucknow_District_Uttar_Pradesh.html
147,https://www.tripadvisor.in/Attraction_Review-g297684-d20958399-Reviews-Cheapest_Cars_In_Lucknow-Lucknow_Lucknow_District_Uttar_Pradesh.html
148,https://www.tripadvisor.in/Attraction_Review-g297684-d15313453-Reviews-Lucknow_City_Tours_Trips_To_Take-Lucknow_Lucknow_District_Uttar_Pradesh.html
149,https://www.tripadvisor.in/Attraction_Review-g297684-d24839949-Reviews-Arunveda-Lucknow_Lucknow_District_Uttar_Pradesh.html
150,https://www.tripadvisor.in/Attraction_Review-g297684-d20222525-Reviews-Cyberq-Lucknow_Lucknow_District_Uttar_Pradesh.html
151,https://www.tripadvisor.in/Attraction_Review-g297684-d17766580-Reviews-Roobaroo_Walks-Lucknow_Lucknow_District_Uttar_Pradesh.html
152,https://www.tripadvisor.in/Attraction_Review-g297684-d25233489-Reviews-Fragrantors_Aroma_Lab_P_Ltd-Lucknow_Lucknow_District_Uttar_Pradesh.html
153,https://www.tripadvisor.in/Attraction_Review-g297684-d21193028-Reviews-Yo_Tours_Lucknow-Lucknow_Lucknow_District_Uttar_Pradesh.html
154,https://www.tripadvisor.in/Attraction_Review-g297684-d23552141-Reviews-Savaari_Car_Rentals-Lucknow_Lucknow_District_Uttar_Pradesh.html
155,https://www.tripadvisor.in/Attraction_Review-g297684-d23943352-Reviews-Solo_Cabs-Lucknow_Lucknow_District_Uttar_Pradesh.html
156,https://www.tripadvisor.in/Attraction_Review-g297684-d17383823-Reviews-Musafircab-Lucknow_Lucknow_District_Uttar_Pradesh.html
157,https://www.tripadvisor.in/Attraction_Review-g297684-d23648677-Reviews-Deep_Dive_India-Lucknow_Lucknow_District_Uttar_Pradesh.html
158,https://www.tripadvisor.in/Attraction_Review-g297684-d11698462-Reviews-Meri_Outings-Lucknow_Lucknow_District_Uttar_Pradesh.html
159,https://www.tripadvisor.in/Attraction_Review-g297684-d16750323-Reviews-Phoenix_Inbound_Tours_Lucknow-Lucknow_Lucknow_District_Uttar_Pradesh.html
160,https://www.tripadvisor.in/Attraction_Review-g297684-d20805337-Reviews-Kailash_Mansarovar_Yatra-Lucknow_Lucknow_District_Uttar_Pradesh.html
