,attraction_urls
166,https://www.tripadvisor.in/Attraction_Review-g1936425-d19597508-Reviews-Yin_Yoga_Therapy_Teacher_Training_in_Goa_Yoga_Alliance_200_100_and_50_Hours-Mor.html
167,https://www.tripadvisor.in/Attraction_Review-g1025163-d3528953-Reviews-Cheshire_Cat_Jewellery_Gallery-Assagao_Bardez_North_Goa_District_Goa.html
168,https://www.tripadvisor.in/Attraction_Review-g297605-d10309564-Reviews-Grand_7_Casino-Candolim_Bardez_North_Goa_District_Goa.html
169,https://www.tripadvisor.in/Attraction_Review-g306995-d14826689-Reviews-Benz_Celebrity_Wax_Museum-Calangute_North_Goa_District_Goa.html
170,https://www.tripadvisor.in/Attraction_Review-g303877-d4138939-Reviews-Maruti_Temple-Panjim_North_Goa_District_Goa.html
171,https://www.tripadvisor.in/Attraction_Review-g1204880-d4401222-Reviews-St_Andrews_Church-Vasco_da_Gama_South_Goa_District_Goa.html
172,https://www.tripadvisor.in/Attraction_Review-g1204883-d19257984-Reviews-Sensistan-Vagator_North_Goa_District_Goa.html
173,https://www.tripadvisor.in/Attraction_Review-g303877-d1369954-Reviews-Anjum_Beach-Panjim_North_Goa_District_Goa.html
174,https://www.tripadvisor.in/Attraction_Review-g306996-d7721322-Reviews-Bamanbudo_Waterfall-Canacona_South_Goa_District_Goa.html
175,https://www.tripadvisor.in/Attraction_Review-g297605-d1048726-Reviews-Ashoka_Jewellers-Candolim_Bardez_North_Goa_District_Goa.html
176,https://www.tripadvisor.in/Attraction_Review-g306995-d3842143-Reviews-Shamrock_Jewellers-Calangute_North_Goa_District_Goa.html
177,https://www.tripadvisor.in/Attraction_Review-g306995-d4243119-Reviews-Cyril_Yoga_Ayurveda_Centre-Calangute_North_Goa_District_Goa.html
178,https://www.tripadvisor.in/Attraction_Review-g306993-d6913563-Reviews-Sahyadri_Spice_Farm-Bardez_North_Goa_District_Goa.html
179,https://www.tripadvisor.in/Attraction_Review-g1438385-d4401183-Reviews-Bodhgeshwar_Temple-Mapusa_North_Goa_District_Goa.html
180,https://www.tripadvisor.in/Attraction_Review-g816969-d23324629-Reviews-Sarvaguna_Yoga_Training_Goa-Agonda_South_Goa_District_Goa.html
181,https://www.tripadvisor.in/Attraction_Review-g635747-d1742552-Reviews-GM_Jewellers-Baga_North_Goa_District_Goa.html
182,https://www.tripadvisor.in/Attraction_Review-g306996-d6028149-Reviews-Goa_Healing_Center-Canacona_South_Goa_District_Goa.html
183,https://www.tripadvisor.in/Attraction_Review-g1152662-d4138920-Reviews-Sri_Damodar_Temple-Margao_South_Goa_District_Goa.html
184,https://www.tripadvisor.in/Attraction_Review-g303877-d2721527-Reviews-Caranzalem_Beach-Panjim_North_Goa_District_Goa.html
185,https://www.tripadvisor.in/Attraction_Review-g306996-d7728824-Reviews-Kuskem_Waterfall-Canacona_South_Goa_District_Goa.html
186,https://www.tripadvisor.in/Attraction_Review-g306995-d3203868-Reviews-Holiday_Street-Calangute_North_Goa_District_Goa.html
187,https://www.tripadvisor.in/Attraction_Review-g303877-d3705079-Reviews-Sao_Jacinto_Island-Panjim_North_Goa_District_Goa.html
188,https://www.tripadvisor.in/Attraction_Review-g1152662-d7902890-Reviews-Margao_Municipal_Park-Margao_South_Goa_District_Goa.html
189,https://www.tripadvisor.in/Attraction_Review-g775971-d7346408-Reviews-Champions_Beach_Club-Cavelossim_South_Goa_District_Goa.html
190,https://www.tripadvisor.in/Attraction_Review-g4444110-d4435755-Reviews-Netravali_Wildlife_Sanctuary-Netravali_South_Goa_District_Goa.html
191,https://www.tripadvisor.in/Attraction_Review-g1584785-d2625888-Reviews-Shri_Naguesh_Temple-Ponda_North_Goa_District_Goa.html
192,https://www.tripadvisor.in/Attraction_Review-g1010240-d24959254-Reviews-Soapywise-Mandrem_North_Goa_District_Goa.html
193,https://www.tripadvisor.in/Attraction_Review-g1204880-d4421986-Reviews-Zuari_River-Vasco_da_Gama_South_Goa_District_Goa.html
194,https://www.tripadvisor.in/Attraction_Review-g1152662-d6104642-Reviews-Zalor_Beach-Margao_South_Goa_District_Goa.html
195,https://www.tripadvisor.in/Attraction_Review-g303877-d2708782-Reviews-Chapel_of_St_Catherine-Panjim_North_Goa_District_Goa.html
196,https://www.tripadvisor.in/Attraction_Review-g1925961-d11960544-Reviews-Lover_s_Beach-Betalbatim_Salcette_South_Goa_District_Goa.html
197,https://www.tripadvisor.in/Attraction_Review-g1584785-d13449604-Reviews-Gaonkars_Nandanvan-Ponda_North_Goa_District_Goa.html
198,https://www.tripadvisor.in/Attraction_Review-g1152662-d4138922-Reviews-Sri_Chandranath_Temple-Margao_South_Goa_District_Goa.html
