,attraction_urls
58,https://www.tripadvisor.in/Attraction_Review-g304551-d8489031-Reviews-Tastesutra-New_Delhi_National_Capital_Territory_of_Delhi.html
59,https://www.tripadvisor.in/Attraction_Review-g304551-d8535615-Reviews-Car_with_Driver_North_India-New_Delhi_National_Capital_Territory_of_Delhi.html
60,https://www.tripadvisor.in/Attraction_Review-g304551-d7935665-Reviews-Awaken_Inner_Buddha_Yoga_Meditation-New_Delhi_National_Capital_Territory_of_Delhi.html
61,https://www.tripadvisor.in/Attraction_Review-g304551-d8492268-Reviews-Incredible_India_by_Car-New_Delhi_National_Capital_Territory_of_Delhi.html
62,https://www.tripadvisor.in/Attraction_Review-g304551-d3652022-Reviews-Sawadhee_Traditional_Thai_Spa-New_Delhi_National_Capital_Territory_of_Delhi.html
63,https://www.tripadvisor.in/Attraction_Review-g304551-d9883713-Reviews-Chi_The_Spa-New_Delhi_National_Capital_Territory_of_Delhi.html
64,https://www.tripadvisor.in/Attraction_Review-g304551-d7147658-Reviews-Mystery_Rooms-New_Delhi_National_Capital_Territory_of_Delhi.html
65,https://www.tripadvisor.in/Attraction_Review-g304551-d7223990-Reviews-Indian_Food_Cooking_Classes-New_Delhi_National_Capital_Territory_of_Delhi.html
66,https://www.tripadvisor.in/Attraction_Review-g304551-d15781161-Reviews-Taj_Way_Cabs-New_Delhi_National_Capital_Territory_of_Delhi.html
67,https://www.tripadvisor.in/Attraction_Review-g304551-d3977437-Reviews-Delhi_Dance_Academy-New_Delhi_National_Capital_Territory_of_Delhi.html
68,https://www.tripadvisor.in/Attraction_Review-g304551-d7695823-Reviews-Kumar_Tourist_Taxi_Service_new_Delhi_India-New_Delhi_National_Capital_Territory_o.html
69,https://www.tripadvisor.in/Attraction_Review-g304551-d7225120-Reviews-The_Hidden_Hour-New_Delhi_National_Capital_Territory_of_Delhi.html
70,https://www.tripadvisor.in/Attraction_Review-g304551-d10117818-Reviews-IndeChauffeur_Satbir_Singh-New_Delhi_National_Capital_Territory_of_Delhi.html
71,https://www.tripadvisor.in/Attraction_Review-g304551-d9976364-Reviews-Gozo_cabs-New_Delhi_National_Capital_Territory_of_Delhi.html
72,https://www.tripadvisor.in/Attraction_Review-g304551-d4922887-Reviews-The_Carpet_Cellar-New_Delhi_National_Capital_Territory_of_Delhi.html
73,https://www.tripadvisor.in/Attraction_Review-g304551-d1891078-Reviews-Amin_Tours-New_Delhi_National_Capital_Territory_of_Delhi.html
74,https://www.tripadvisor.in/Attraction_Review-g304551-d14005623-Reviews-Kita_Private_Taxi-New_Delhi_National_Capital_Territory_of_Delhi.html
75,https://www.tripadvisor.in/Attraction_Review-g304551-d15013503-Reviews-Indriya_Wellness_Spa_Salon-New_Delhi_National_Capital_Territory_of_Delhi.html
76,https://www.tripadvisor.in/Attraction_Review-g304551-d12946789-Reviews-Keeper_Landwey-New_Delhi_National_Capital_Territory_of_Delhi.html
77,https://www.tripadvisor.in/Attraction_Review-g304551-d9826216-Reviews-Pioneer_Holidays-New_Delhi_National_Capital_Territory_of_Delhi.html
78,https://www.tripadvisor.in/Attraction_Review-g304551-d2547743-Reviews-Buzzaria_Dukaan-New_Delhi_National_Capital_Territory_of_Delhi.html
79,https://www.tripadvisor.in/Attraction_Review-g304551-d6407587-Reviews-Aheli_Spa_The_Roseate-New_Delhi_National_Capital_Territory_of_Delhi.html
80,https://www.tripadvisor.in/Attraction_Review-g304551-d2242676-Reviews-Old_Delhi_Bazaar_Walk_Haveli_Visit-New_Delhi_National_Capital_Territory_of_Delhi.html
81,https://www.tripadvisor.in/Attraction_Review-g304551-d4550022-Reviews-Driver_India_Private_Tours-New_Delhi_National_Capital_Territory_of_Delhi.html
82,https://www.tripadvisor.in/Attraction_Review-g304551-d8682216-Reviews-Kuber_Tours-New_Delhi_National_Capital_Territory_of_Delhi.html
83,https://www.tripadvisor.in/Attraction_Review-g304551-d15013133-Reviews-WanderOn-New_Delhi_National_Capital_Territory_of_Delhi.html
84,https://www.tripadvisor.in/Attraction_Review-g304551-d10199791-Reviews-Tony_Bike_Centre-New_Delhi_National_Capital_Territory_of_Delhi.html
85,https://www.tripadvisor.in/Attraction_Review-g304551-d10771541-Reviews-Auraveda_Panchakarma_Centre-New_Delhi_National_Capital_Territory_of_Delhi.html
86,https://www.tripadvisor.in/Attraction_Review-g304551-d8510913-Reviews-Tirupati_Cabs-New_Delhi_National_Capital_Territory_of_Delhi.html
87,https://www.tripadvisor.in/Attraction_Review-g304551-d16920269-Reviews-Alpha_India_Holiday-New_Delhi_National_Capital_Territory_of_Delhi.html
88,https://www.tripadvisor.in/Attraction_Review-g304551-d6781171-Reviews-MasterChef_Cooking_Classes-New_Delhi_National_Capital_Territory_of_Delhi.html
89,https://www.tripadvisor.in/Attraction_Review-g304551-d1550242-Reviews-Trinetra_Tours-New_Delhi_National_Capital_Territory_of_Delhi.html
90,https://www.tripadvisor.in/Attraction_Review-g304551-d17374491-Reviews-Prime_India_Travel-New_Delhi_National_Capital_Territory_of_Delhi.html
